Key,Item Type,Author,Title,Publication Title,Publication Year,Volume,Issue,Pages,DOI,ISSN,ISBN,Url,Publisher
XGV47VFS,journalArticle,"Javid, Iqra; Khara, Sibaram; Frnda, Jaroslav; Khanday, Shahbaz Ahmad; Wani, Niyaz Ahmad; Bedi, Jatin; Anwar, Muhammad Shahid",NIDD-enabled lightweight intrusion detection for effective DDoS mitigation in 5G and beyond,Scientific Reports,2025,15,1,,10.1038/s41598-025-26056-3,2045-2322,,http://dx.doi.org/10.1038/s41598-025-26056-3,Springer Science and Business Media LLC
X58NMJ94,journalArticle,"Gupta, Swati; Kishan, Bal",A performance-driven hybrid text-image classification model for multimodal data,Scientific Reports,2025,15,1,,10.1038/s41598-025-95674-8,2045-2322,,http://dx.doi.org/10.1038/s41598-025-95674-8,Springer Science and Business Media LLC
X3M65BSN,journalArticle,"Ghazal, Taher M.; Hasan, Mohammad Kamrul; Raju, Kola Narasimha; Khan, Muhammad Attique; Alshamayleh, Ahmad; Bhatt, Mohammed Wasim; Ahmad, Munir",Data Space Privacy Model with Federated Learning Technique for Securing IoT Communications in Autonomous Marine Vehicles,Journal of Intelligent &amp; Robotic Systems,2025,111,3,,10.1007/s10846-025-02298-1,1573-0409,,http://dx.doi.org/10.1007/s10846-025-02298-1,Springer Science and Business Media LLC
XD9BB8H9,journalArticle,"Dantas, Pierre Vilar; Sabino da Silva, Waldir; Cordeiro, Lucas Carvalho; Carvalho, Celso Barbosa",A comprehensive review of model compression techniques in machine learning,Applied Intelligence,2024,54,22,11804–11844,10.1007/s10489-024-05747-w,1573-7497,,http://dx.doi.org/10.1007/s10489-024-05747-w,Springer Science and Business Media LLC
Y2WD86MK,journalArticle,"Cao, Yang; Pokhrel, Shiva Raj; Zhu, Ye; Doss, Robin; Li, Gang",Automation and Orchestration of Zero Trust Architecture: Potential Solutions and Challenges,Machine Intelligence Research,2024,21,2,294–317,10.1007/s11633-023-1456-2,2731-5398,,http://dx.doi.org/10.1007/s11633-023-1456-2,Springer Science and Business Media LLC
XDFKVB2V,journalArticle,"Bhuvaneshwari, A. J.; Kaythry, P.; Elango, Nivetha; Ramu, Rahul; Eshwar, S. Sai",Improving security in 5G vehicular networks using ASCON and machine learning based NIDS,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00226-1,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00226-1,Springer Science and Business Media LLC
Y8T35EAX,journalArticle,"AlZahrani, Yazeed",Real-time anomaly detection in IoT streams through spatiotemporal patterns,Discover Internet of Things,2025,6,1,,10.1007/s43926-025-00256-9,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00256-9,Springer Science and Business Media LLC
Y55Z6LSR,journalArticle,"AlSagri, Hatoon S.; Kumar, Ankit; Jilani Saudagar, Abdul Khader; Kumar, Abhishek; Raja, Linesh",Optimizing resource allocation in precision farming using quantum enhanced algorithms and quantum sensor networks,Journal of Cloud Computing,2025,14,1,,10.1186/s13677-025-00769-2,2192-113X,,http://dx.doi.org/10.1186/s13677-025-00769-2,Springer Science and Business Media LLC
XZY3WI3J,journalArticle,"Alshaya, Shaya A.",Federated learning with LSTM and error correcting codes for secure and private identification of IoT devices,Scientific Reports,2025,15,1,,10.1038/s41598-025-28274-1,2045-2322,,http://dx.doi.org/10.1038/s41598-025-28274-1,Springer Science and Business Media LLC
XZL6KLEF,journalArticle,"Ares-Robledo, Fernando; Rifà-Pous, Helena; Clarisó, Robert",Graph neural networks for anomaly detection: a systematic review of dynamic temporal approaches,Artificial Intelligence Review,2026,59,5,,10.1007/s10462-026-11532-7,1573-7462,,http://dx.doi.org/10.1007/s10462-026-11532-7,Springer Science and Business Media LLC
XVXKXQ3T,journalArticle,"Alharthi, Sitah","AI-powered in silico twins: redefining precision medicine through simulation, personalization, and predictive healthcare",Saudi Pharmaceutical Journal,2025,34,1,,10.1007/s44446-025-00055-x,2213-7475,,http://dx.doi.org/10.1007/s44446-025-00055-x,Springer Science and Business Media LLC
XLYTBQHY,journalArticle,"Arya, Vikas; Saraf, Ankita; Chichkanov, Nikolai; Papa, Armando; Romano, Marco",AI-enhanced competency transfer hubs: a conceptual framework for university-industry engagement and knowledge sharing,The Journal of Technology Transfer,2025,51,2,682–712,10.1007/s10961-025-10233-7,1573-7047,,http://dx.doi.org/10.1007/s10961-025-10233-7,Springer Science and Business Media LLC
Y5LH8Y4G,conferencePaper,"Nyandoro, K.; Pham, D.H.; Ahn, Y.",Exploring the Synergy Between Blockchain Technology and 6G Networks: A Bibliometric and Systematic Literature Study,,2026,,,117–157,10.1007/978-3-032-00545-8_10,,,https://www.scopus.com/pages/publications/105032798581?origin=resultslist,
XMDCSJ7C,conferencePaper,"Anusha, S.; Mercy Theresa, M.; Shobana, R.; Sathish Kumar, N.; Anish, T.P.; Ezhilvendan, M.","Edge and Fog Computing for IoT: Architectures, Applications, and Emerging Trends",,2025,,,418–424,10.1109/ICECMSN68058.2025.11382735,,,https://www.scopus.com/pages/publications/105035478688?origin=resultslist,
XLSKPVGM,journalArticle,"Campion, D.; Kreitcberg, A.; Brailovski, V.",Simulation-based training of multi-material machine learning models for the prediction of melt pool dimensions and as-printed densities in laser powder fed fusion parts,International Journal of Advanced Manufacturing Technology,2026,143,7-8,4023–4044,10.1007/s00170-026-17640-6,,,https://www.scopus.com/pages/publications/105031936629?origin=resultslist,
ZGIRGK5N,conferencePaper,Y. Qian; L. Ma,Parameter-Efficient Federated Learning for Edge Computing with End Devices Resource Limitation,2022 4th International Conference on Industrial Artificial Intelligence (IAI),2022,,,1–5,10.1109/IAI55780.2022.9976628,,,,
ZCVZL5FI,conferencePaper,G. Gokilakrishnan; D. Prabha; S. Srinivasan; S. Thirumurugaveerakumar; V. M; A. H,A Critical Analysis of the Block Chain in Manufacturing System Implementation,2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),2023,1,,2281–2289,10.1109/ICACCS57279.2023.10112828,,2575-7288,,
ZMZWSALZ,journalArticle,"Fu, S.; Dong, F.; Shen, D.; Chen, R.; Hao, J.",DESIGN: Online Device Selection and Edge Association for Federated Synergy Learning-enabled AIoT,ACM Transactions on Intelligent Systems and Technology,2024,15,5,,10.1145/3673237,,,https://www.scopus.com/pages/publications/85202583471?origin=resultslist,
ZJ8TULU9,journalArticle,"Oberdorf, Felix; Schaschek, Myriam; Weinzierl, Sven; Stein, Nikolai; Matzner, Martin; Flath, Christoph M.",Predictive End-to-End Enterprise Process Network Monitoring,Business &amp; Information Systems Engineering,2022,65,1,49–64,10.1007/s12599-022-00778-4,1867-0202,,http://dx.doi.org/10.1007/s12599-022-00778-4,Springer Science and Business Media LLC
ZGC76NRG,journalArticle,"Lilhore, Umesh Kumar; Sharma, Yogesh Kumar; Pradeep, S.; Rubaiee, Saeed; Alroobaea, Roobaea; Baqasah, Abdullah M.; Alsafyani, Majed; Tekeste, Lidia Gosy",Blockchain-enabled federated learning framework with hybrid CNN-LSTM anomaly detection for secure edge IoT networks,Journal of Cloud Computing,2026,15,1,,10.1186/s13677-026-00907-4,2192-113X,,http://dx.doi.org/10.1186/s13677-026-00907-4,Springer Science and Business Media LLC
YVZLDAT4,conferencePaper,"Su, Y.; He, L.",DAFedin: A Distributed Anomaly Detection Scheme Based on Federated Inference,,2025,,,90–97,10.1109/ICCSM66818.2025.00023,,,https://www.scopus.com/pages/publications/105036390131?origin=resultslist,
YMP5VU4D,journalArticle,X. Kong; K. Wang; M. Hou; X. Hao; G. Shen; X. Chen; F. Xia,A Federated Learning-Based License Plate Recognition Scheme for 5G-Enabled Internet of Vehicles,IEEE Transactions on Industrial Informatics,2021,17,12,8523–8530,10.1109/TII.2021.3067324,1941-0050,,,
YI5K5659,journalArticle,"Jagadeesh, G.; Pounambal, M.; ArivuSelvan, K.; Sathiyamoorthy, E.; Vellingiri, J.; Madhu Viswanatham, V.; Iwendi, C.","Federated recurrent-based adaptive battle royale algorithm for privacy-preserving data aggregation in industrial IoT: a signal, image, and video processing perspective","Signal, Image and Video Processing",2024,18,5,4395–4406,10.1007/s11760-024-03081-9,,,https://www.scopus.com/pages/publications/85192270040?origin=resultslist,
YPQGBXHK,journalArticle,"Patel, T.; Murugan, R.; Yenduri, G.; Jhaveri, R.H.; Snoussi, H.; Gaber, T.",Demystifying Defects: Federated Learning and Explainable AI for Semiconductor Fault Detection,IEEE Access,2024,12,,116987–117007,10.1109/ACCESS.2024.3425226,,,https://www.scopus.com/pages/publications/85202960360?origin=resultslist,
YPAIFY92,journalArticle,"Adel, Amr; Das, Bhagwan; Jan, Tony",Federated predictive maintenance with NASA BP930 satellite battery in industry 5.0,Journal of Intelligent Manufacturing,2026,,,,10.1007/s10845-026-02839-x,1572-8145,,http://dx.doi.org/10.1007/s10845-026-02839-x,Springer Science and Business Media LLC
YIDGRNGB,journalArticle,"Zhang, Yong; Zhang, Sixiang; Li, Shipeng; Yang, Bo; Chen, Peng",Adaptive routing protocol for large-scale power internet of things based on edge computing and federated learning,Scientific Reports,2026,16,1,,10.1038/s41598-026-41074-5,2045-2322,,http://dx.doi.org/10.1038/s41598-026-41074-5,Springer Science and Business Media LLC
YATU4QZ6,conferencePaper,"Pan, Y.; Bai, Y.; Zhang, Z.; Chen, L.",Federated Learning with Diversified Model Ensemble for Industrial Preventive Maintenance,,2025,,,7139–7144,10.1109/SMC58881.2025.11343368,,,https://www.scopus.com/pages/publications/105033147107?origin=resultslist,
YDYPWJTV,conferencePaper,"Kaleli, I.S.; Unal, P.; Deveci, B.U.; Albayrak, O.; Ozbayoglu, A.M.",A Domain-Aware Federated Learning Study for CNC Tool Wear Estimation,,2024,14792 LNCS,,250–265,10.1007/978-3-031-68005-2_18,,,https://www.scopus.com/pages/publications/85201978804?origin=resultslist,
ZESZVCBA,journalArticle,"Mavani, Nidhi Rajesh; Ali, Jarinah Mohd; Othman, Suhaili; Hussain, M. A.; Hashim, Haslaniza; Rahman, Norliza Abd",Application of Artificial Intelligence in Food Industry—a Guideline,Food Engineering Reviews,2021,14,1,134–175,10.1007/s12393-021-09290-z,1866-7929,,http://dx.doi.org/10.1007/s12393-021-09290-z,Springer Science and Business Media LLC
YY4EBZCD,journalArticle,"Lai, Ningrong; Dewi, Deshinta Arrova; Maidin, Siti Sarah; Xiao, Wenyang; Zhao, Shuangwen; Hu, Qingzheng",A comprehensive review of lightweight deep learning models for edge computing with future directions,Discover Computing,2026,29,1,,10.1007/s10791-026-10021-3,2948-2992,,http://dx.doi.org/10.1007/s10791-026-10021-3,Springer Science and Business Media LLC
YSMMF5VK,journalArticle,"Mallidi, S. Kumar Reddy; Ramisetty, Rajeswara Rao",Advancements in training and deployment strategies for AI-based intrusion detection systems in IoT: a systematic literature review,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00099-4,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00099-4,Springer Science and Business Media LLC
ZCK264BW,journalArticle,"Flizikowski, Adam; Marciniak, Tomasz; Wysocki, Tadeusz A.; Oyerinde, Olutayo",Selected Aspects of Non orthogonal Multiple Access for Future Wireless Communications,Mathematics in Computer Science,2023,17,2,,10.1007/s11786-023-00561-y,1661-8289,,http://dx.doi.org/10.1007/s11786-023-00561-y,Springer Science and Business Media LLC
Z4FRE9XL,journalArticle,"Chaudhary, Reshu; Verma, Pooja; Salgotra, Rohit; Gandomi, Amir H.",Five Decades of Genetic Algorithms: A Systematic and Bibliometric Review (1975–2025),Archives of Computational Methods in Engineering,2026,,,,10.1007/s11831-025-10487-2,1886-1784,,http://dx.doi.org/10.1007/s11831-025-10487-2,Springer Science and Business Media LLC
YZITM8C7,journalArticle,"Ismail, Ahmed A.; Khalifa, Nour Eldeen; El-Khoribi, Reda A.",A survey on resource scheduling approaches in multi-access edge computing environment: a deep reinforcement learning study,Cluster Computing,2025,28,3,,10.1007/s10586-024-04893-7,1573-7543,,http://dx.doi.org/10.1007/s10586-024-04893-7,Springer Science and Business Media LLC
YYHNGCQ5,journalArticle,"Focker, M.; Liu, C.; Wang, X.; van der Fels-Klerx, H. J.",The use of artificial intelligence to improve mycotoxin management: a review,Mycotoxin Research,2025,41,4,529–540,10.1007/s12550-025-00602-4,1867-1632,,http://dx.doi.org/10.1007/s12550-025-00602-4,Springer Science and Business Media LLC
YUFE3NBC,journalArticle,"Fu, Ying; Sun, Da-Wen",Advancing Fruit Quality Monitoring with Artificial Intelligence-Augmented Non-Destructive Technologies,Food Engineering Reviews,2026,18,2,,10.1007/s12393-026-09437-w,1866-7929,,http://dx.doi.org/10.1007/s12393-026-09437-w,Springer Science and Business Media LLC
ZITX5QPI,journalArticle,"Zogaan, Waleed Abdu; Ajabnoor, Nouran; Salamai, Abdullah Ali",Leveraging deep learning for risk prediction and resilience in supply chains: insights from critical industries,Journal of Big Data,2025,12,1,,10.1186/s40537-025-01143-4,2196-1115,,http://dx.doi.org/10.1186/s40537-025-01143-4,Springer Science and Business Media LLC
Z2KPYQ5I,journalArticle,"Yang, Wenxiang; Tang, Li; Zhang, Guanyu",A generative artificial intelligence framework for automated data quality rule generation in power grid systems,Discover Computing,2026,29,1,,10.1007/s10791-026-09963-5,2948-2992,,http://dx.doi.org/10.1007/s10791-026-09963-5,Springer Science and Business Media LLC
YZWPVF93,journalArticle,"Zhao, Haifeng",Research on privacy protection and performance optimization of 6G communication network based on the fusion of federated learning and edge computing,Discover Artificial Intelligence,2025,6,1,,10.1007/s44163-025-00687-x,2731-0809,,http://dx.doi.org/10.1007/s44163-025-00687-x,Springer Science and Business Media LLC
YRS5MW78,journalArticle,"Zheng, Yunjiao",Bank data protection and fraud identification based on improved adaptive federated learning and WGAN,Scientific Reports,2025,15,1,,10.1038/s41598-025-06807-y,2045-2322,,http://dx.doi.org/10.1038/s41598-025-06807-y,Springer Science and Business Media LLC
YVNK2JQF,journalArticle,"Upadhiyay, Anant; Jain, Abhishek",Cyber resilient framework with energy efficient swarm routing and ensemble threat detection in fog assisted wireless sensor networks,Scientific Reports,2025,15,1,,10.1038/s41598-025-21368-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-21368-w,Springer Science and Business Media LLC
ZP5I846K,journalArticle,"Tao, Shengyu; Liu, Haizhou; Sun, Chongbo; Ji, Haocheng; Ji, Guanjun; Han, Zhiyuan; Gao, Runhua; Ma, Jun; Ma, Ruifei; Chen, Yuou; Fu, Shiyi; Wang, Yu; Sun, Yaojie; Rong, Yu; Zhang, Xuan; Zhou, Guangmin; Sun, Hongbin",Collaborative and privacy-preserving retired battery sorting for profitable direct recycling via federated machine learning,Nature Communications,2023,14,1,,10.1038/s41467-023-43883-y,2041-1723,,http://dx.doi.org/10.1038/s41467-023-43883-y,Springer Science and Business Media LLC
Z64T84IR,journalArticle,"Siddalingappa, Rashmi; S, Deepa; I, Priya Stella Mary; P, Kalpana; B A, Lakshmi",FEDGE: FEDerated learning at the EDGE on space platforms using deep neural network architectures,International Journal of Information Technology,2025,,,,10.1007/s41870-025-03010-0,2511-2112,,http://dx.doi.org/10.1007/s41870-025-03010-0,Springer Science and Business Media LLC
ZPH6NQEQ,journalArticle,"Salgotra, Rohit; Chaudhary, Reshu; Verma, Pooja; Mirjalili, Sayedali",The Rise of Particle Swarm Optimization: A Systematic Bibliometric &amp; Thematic Review (1995–2025),Archives of Computational Methods in Engineering,2026,,,,10.1007/s11831-026-10532-8,1886-1784,,http://dx.doi.org/10.1007/s11831-026-10532-8,Springer Science and Business Media LLC
Z2XJY3EB,journalArticle,"Rahman, Anichur; Kundu, Dipanjali; Mahir, Shahariar Hossain; Tashrif, Md Tanjum An; Ahmed, Md Kowsar; Karim, Md Ahsan; Eidmum, MD. Zunead Abedin; Farid, Fahmid Al; Karim, Hezerul Abdul; Miah, Abu Saleh Musa","Collaborative advancement of Cloud-Edge-Fog computing in smart healthcare: concepts, recent advances, applications and future opportunities",Cluster Computing,2026,29,6,,10.1007/s10586-026-06006-y,1573-7543,,http://dx.doi.org/10.1007/s10586-026-06006-y,Springer Science and Business Media LLC
YKFYV2DG,journalArticle,"Ramadan, Ahmed; Shouman, Marwa A.; Attiya, Gamal; ZeinEl Din, A. S.; Ibrahim, Elhossiny",PrivEdge: a hybrid split–federated learning framework for real-time electricity theft detection on edge nodes,Scientific Reports,2026,16,1,,10.1038/s41598-026-39064-8,2045-2322,,http://dx.doi.org/10.1038/s41598-026-39064-8,Springer Science and Business Media LLC
YP79I34A,journalArticle,"Okimi, Thomas O.",Human centric digital twins for sustainable supply chain in construction,Smart Construction and Sustainable Cities,2025,3,1,,10.1007/s44268-025-00078-2,2731-9032,,http://dx.doi.org/10.1007/s44268-025-00078-2,Springer Science and Business Media LLC
YWFV6NIF,journalArticle,"Mishra, Vinaytosh; Saxena, Deepika; Gupta, Kishu; Patni, Sakshi; Singh, Ashutosh Kumar",Sustainability in large language model supply chains-insights and recommendations using analysis of utility for affecting factors,Scientific Reports,2025,15,1,,10.1038/s41598-025-17937-8,2045-2322,,http://dx.doi.org/10.1038/s41598-025-17937-8,Springer Science and Business Media LLC
YVGMB9TR,journalArticle,"Liu, Enhui; Cho, Kyujun",Deep learning-based labor relations prediction system with multi-source data fusion and early warning mechanisms,Scientific Reports,2026,16,1,,10.1038/s41598-026-40369-x,2045-2322,,http://dx.doi.org/10.1038/s41598-026-40369-x,Springer Science and Business Media LLC
